CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,OVERTIME_PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,4 M Farms,3800 Coopers Mountain Road,,Martinsville,VA,24112,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Briar View Farms,1101 Wynell Dr.,,Callands,VA,24530,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,5,5,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"T & T Farm, LLC",1935 Bright Leaf Rd.,,Lawrenceville,VA,23868,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,1,1,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Glasscock, Charles",26241 Bell Rd.,,Amelia,VA,23002,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Spiers Farm LLC,21018 Dbl. Branch Rd.,,Stoney Creek,VA,23882,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,James N. Gibbs Jr.,196 Gibbs Lane,,Dolphin,VA,23843,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,1,1,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Emerson Road Farsm, Inc.",333 Emerson Rd.,,Dry Fork,VA,24549,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Robertson, Roger Lee",736 Moore's Drive,,Hurt,VA,24563,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Gary R. Dalton Farms Inc.,1528 Blue Stone Creek Rd.,,Red Oak,VA,23964,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,5,5,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Church, Craig",2059 Goodes Rd,,Sutherlin,VA,24594,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Brown Farm,6625 Blue Ridge Drive,,Hurt,VA,24563,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Brankley Farms, Inc.",599 Brankley Rd.,,Skipwith,VA,23968,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,7,7,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Dawsons Farm,2716 Slatesville Rd.,,Chatham,VA,24531,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Misty Acres LLC,534 Wooden Bridge Rd.,,Baskerville,VA,23915,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Opie Farms, Inc",3918 Skyline Rd,,South HIll,VA,23970,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Two Rivers Farm,1461 Triangle Shcool Rd.,,Callands,VA,24530,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,1,1,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,S. J. Brandon LLC,P.O. Box 64,,Dundas,VA,23938,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Boose, Thomas",5263 Hungreytown Rd.,,Blackstone,VA,23824,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Bass Sod Farms, LLC",10165 Bear Creek Rd.,,Gladys,VA,24554,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Hoot Owl Hollow Farm Inc,5130 Cedar Lane,,Amelia,VA,23002,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,F & F Farms,2015 Ridge Rd.,,Vernon Hill,VA,24697,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Barker, Andrew L.",P.O Box 154,,Axton,VA,24054,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Hanks, Jonathan Shane",6377 Ontario Rd.,,Keysville,VA,23947,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Adkins, Michael S.",4120 Burton Lake Rd.,,Chatham,VA,24531,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,1,1,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Adkerson, Ricky",9821 Franklin Turnnpike,,Dry Fork,VA,24549,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,5,5,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Yates Farm Inc.,8348 U.S. Hwy. 29,,Blairs,VA,24527,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Ligon Farms LLC,5175 Hwy 58,,Buffalo JEt,VA,24529,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Ligon, William Carl",3278 Brankley Rd,,Chase City,VA,23924,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,8,8,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Dark Leaf Farm,2870 Mud St.,,Concord,VA,24538,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Snead Farms,849 Kingswood Rd.,,Buffalo Junction,VA,24529,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Barksdale, Stephen Eric",1185 Mt. Calvary Rd.,,Brookneal,VA,24528,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Moser Farms,13221 Chatham Rd,,Java,VA,24565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Farson, Michael S.",1130 Waltman Trail,,Vernon HIll,VA,24597,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,PRI,"Virginia Agricultural Growers Assoc., Inc. (VAGA)","For UPS & Fed Ex: 5037 Halifax Road, Halifax VA 24558","See attachment #1 For List of Grower Member Names, Addresses,",Halifax,VA,24558,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,715,715,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,Association - Joint Employer (H-2A Only),Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Dusty Road Farms Inc,4891 Kentuck Road,,Ringgold,VA,24586,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,8,8,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Watkins, Jr., Maxwell W.",16002 Namozine Rd.,,Sutherland,VA,23885,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,5,5,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Warren Farms,24837 Highway 47,,South Hill,VA,23970,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,8,8,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Walker, J. Grey",2936 Carters Point Rd.,,Buffalo Junction,VA,24529,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Turner Family Farms LLC,21903 White Oak Road,,North Dinwiddie,VA,23803,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Clary Farms Inc.,6467 Union Level Rd,,South Hill,VA,23970,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Moser Farms,3960 Church Rd.,,Java,VA,24565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Crowder Farms,1065 Crowder Trail,,Halifax,VA,24558,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Mc Bride Brothers Farms,8818 Skipwith Rd.,,Skipwith,VA,23968,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Moon, James W.",3937 Level Run Road,,Hurt,VA,24563,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
